customer_id,recency_days,frequency_annual,aov_inr,ltv_inr,discount_code_usage_rate,cart_abandonment_rate,app_channel_weight,web_channel_weight,desktop_channel_weight,social_engagement_score,marketplace_purchase_share,city_tier,browsing_search_interest,ground_truth_segment_id
CUST00015,52,3,1880.0,6308.0,0.2501840722667268,0.18215970563324313,0.42584119700510364,0.39135660107355313,0.18280220192134317,0.3300104013459698,0.41098437282691647,Metro,"new arrivals, order history, streetwear",4
CUST00016,37,7,2320.0,20179.0,0.45011600157592707,0.11442656633092498,0.41837490687986084,0.37227727411183337,0.20934781900830582,0.1962033294899621,0.13946940038812036,Tier3,"usual size, favorite brand, restock, order history",4
CUST00017,13,17,470.0,11935.0,0.8123136894018538,0.18270441545998295,0.4974355402855179,0.306599028118649,0.19596543159583327,0.6082407030036174,0.7930565103024957,Tier3,"clearance, exchange, my orders, bogo offer, sale",0
CUST00018,18,10,730.0,11817.0,0.6208961083515384,0.2349861889676172,0.8148997351273345,0.06353988525105954,0.12156037962160583,0.37092885617069016,0.709383044033863,Tier3,"sherwani, cashback, cotton, bogo offer, discount",0
CUST00019,13,12,770.0,7648.0,0.6886665057543886,0.3571817490747353,0.47808767076983094,0.36151120677448445,0.16040112245568447,0.4002406254011705,0.4914314652203559,Tier2,"cotton, kurta set, ethnic wear",0
CUST00020,61,1,1270.0,2376.0,0.25831077020424936,0.6975127621258013,0.2912258190933241,0.5436433849591932,0.16513079594748284,0.8090653312755681,0.40600528166453637,Metro,"premium, fit check, still deciding",3
CUST00021,16,12,490.0,5164.0,0.736845436847249,0.3521183985669723,0.4059675364073502,0.40903359265255745,0.18499887094009237,0.5777136619269401,0.8698943702583859,Tier2,"bogo offer, combo offer, free shipping, made to order",0
CUST00022,11,5,1620.0,10831.0,0.29278418576016907,0.3651584912760592,0.5958182453169043,0.3763829790662237,0.027798775616872044,0.8508683713933081,0.3041584057698326,Metro,"streetwear, hype, collab",2
CUST00023,56,1,1240.0,2303.0,0.35766206537407724,0.5080626586818944,0.5188147087070026,0.3041581345991679,0.17702715669382957,0.723345828184654,0.3390428227545044,Tier2,"new user offer, reels, unboxing, size medium",6
CUST00024,63,3,1630.0,9010.0,0.1320734355570153,0.1176626528479857,0.3732085480036517,0.5101649494129216,0.11662650258342674,0.4123397470567986,0.33552972369192724,Tier3,"my orders, jeans, order history, new arrivals",4
CUST00025,76,2,2750.0,3119.0,0.4276543406589474,0.4453456794554584,0.2862980352865944,0.3873787280263273,0.3263232366870784,0.4669131970491436,0.6945274086681282,Tier2,"wedding collection, family pack, kurta set, cotton",5
CUST00026,39,2,1070.0,3141.0,0.49344489770315214,0.5019067547583955,0.4799261614624276,0.06393042990096126,0.4561434086366112,0.4984591019141828,0.4245403391413424,Tier3,"delivery time, jeans, membership",3
CUST00027,52,3,2550.0,6842.0,0.40117599510459995,0.2846613149374113,0.45484414573241017,0.33621479176903435,0.2089410624985557,0.5560767808932472,0.7339203276745677,Tier3,"saree, family pack, gifting",5
CUST00028,22,9,700.0,6830.0,0.7363354548819817,0.5213185778865671,0.7142556799747606,0.2575383195124128,0.028206000512826672,0.613544914213058,0.6431594666875048,Tier3,"budget, clearance, cashback, lowest price",0
CUST00029,14,6,630.0,8493.0,0.7538745757192141,0.4568972926342006,0.9437956906082979,0.036048080135145336,0.02015622925655662,0.6636026858706523,0.6365920964076943,Tier2,"sale, size medium, discount, restock, combo offer",0
CUST00030,55,1,870.0,1280.0,0.4111620700739261,0.3782652870157901,0.6882734023208229,0.23436310919815603,0.07736348848102101,0.5909910722715822,0.394041267849785,Tier3,"referral code, free shipping, first order discount, reels",6
CUST00031,4,6,890.0,9788.0,0.44851635785760763,0.12113534029376506,0.6379217697893672,0.13183368861740832,0.2302445415932244,0.8938919304728841,0.4432908527228672,Tier2,"restock alert, new drop, hype, streetwear",2
CUST00032,78,3,2560.0,17372.0,0.2747482350287168,0.26861618556562683,0.2936705677008407,0.6186009744534536,0.08772845784570572,0.2450688186453568,0.7011916252587914,Tier3,"family pack, festive, occasion wear, saree",5
CUST00033,12,2,1770.0,4658.0,0.19029358086311698,0.40946398379907273,0.7233324640354291,0.23343595643932685,0.043231579525244215,0.7302304460136226,0.269085770370354,Metro,"collab, t-shirt, kurta, restock, free shipping",2
CUST00034,29,14,1340.0,11409.0,0.21350231079258855,0.19056074946963594,0.41116470651452114,0.2523614306658465,0.3364738628196323,0.40946665898344237,0.18038788332603764,Tier3,"repeat order, order history, membership, size guide, size medium",4
CUST00035,10,8,470.0,3636.0,0.7942834913692567,0.4330464759503509,0.5031411281551305,0.3491293274507086,0.14772954439416078,0.8434167393403127,0.7904931331369346,Tier3,"bogo offer, cashback, size medium, budget",0
CUST00036,67,1,1370.0,874.0,0.6191107323354678,0.4628810593783547,0.4212027364356464,0.43132485225819356,0.14747241130616004,0.6413045933588291,0.4718913156083581,Tier2,"new user offer, unboxing, first order discount",6
CUST00037,6,3,1090.0,6498.0,0.4206792494421299,0.324438419002657,0.8940165285400966,0.057299213310743134,0.048684258149160275,0.8363739968457424,0.4820651574604664,Metro,"trending now, hype, diwali sale",2
CUST00038,36,1,820.0,1431.0,0.46013659885564523,0.30238094268162985,0.7016052255084975,0.24199038896819206,0.05640438552331045,0.7668401277473109,0.32812232510305983,Tier3,"try first order, trending, size medium",6
CUST00039,13,22,540.0,17310.0,0.8991015208964335,0.24988665981230765,0.7370576043353874,0.18759879157190987,0.07534360409270267,0.5274859037741078,0.795358677240234,Tier2,"kurta, diwali sale, flat 50% off",0
CUST00040,9,6,1260.0,11783.0,0.6412813163630926,0.3250284924526429,0.5861532278322212,0.36267156562047737,0.05117520654730146,0.8750546338475775,0.47306627833470494,Metro,"new drop, collab, fit check, hype, cotton",2
CUST00041,13,10,1520.0,9979.0,0.29169632297185266,0.284774273866589,0.7142484103315067,0.07121302692310452,0.21453856274538893,0.8333357933681855,0.17990320719978,Tier2,"drop alert, trending now, t-shirt, sneaker match, collab",2
CUST00042,32,1,1020.0,1435.0,0.6660711565152173,0.3854352408310476,0.4786058776312857,0.3235339456133751,0.1978601767553391,0.7528230003715976,0.5161752750404061,Tier3,"limited edition, welcome offer, try first order, influencer recommended",6
CUST00043,63,1,1120.0,2596.0,0.5000086465827654,0.6003618188772315,0.4548868570400092,0.3708578614709721,0.17425528148901862,0.6661745319461796,0.5410661731979068,Tier2,"try first order, wishlist, size medium, cotton, influencer recommended",6
CUST00044,56,1,1130.0,2018.0,0.3939940885034982,0.8387504946252503,0.1261910535799901,0.39089172036210545,0.48291722605790455,0.3590890067370677,0.3963890330718279,Tier2,"order tracking, cod available, compare, size guide",3
CUST00045,33,6,1770.0,18226.0,0.27950909137414165,0.19419353301224934,0.6777207923899827,0.10462590363706195,0.21765330397295535,0.5326997261501407,0.15887665181768476,Tier3,"new arrivals, favorite brand, reviews, usual size, loyalty points",4
CUST00046,65,5,2180.0,19041.0,0.25308964576456905,0.19711827359677633,0.5871525944019937,0.2928217151417792,0.12002569045622703,0.3009259189383326,0.31335774123593685,Tier3,"early access, reels, usual size, order history",4
CUST00047,16,4,550.0,1955.0,0.7903801438021743,0.2526333546702263,0.5253323388638306,0.01598541526472651,0.458682245871443,0.3619521314193583,0.8297468534755399,Tier2,"combo offer, discount, flat 50% off, clearance",0
CUST00048,15,2,720.0,3208.0,0.9008454998965317,0.40857470506598503,0.6642578654181304,0.06062423238813469,0.275117902193735,0.5403355202218348,0.490558734546116,Metro,"budget, clearance, discount, combo offer, t-shirt",0
CUST00049,64,3,920.0,2303.0,0.2707130205408429,0.5195723370516684,0.5789983539952086,0.22528467855971368,0.1957169674450777,0.3708657342337726,0.13555544586145818,Tier2,"size medium, cotton, compare",3
CUST00050,12,20,1060.0,19153.0,0.2139339757454025,0.1336355510853823,0.7894757886078096,0.12424471017530114,0.08627950121688932,0.6961966338521142,0.3473135200766329,Metro,"cotton, new drop, streetwear, premium fabric",2
CUST00051,40,3,880.0,2240.0,0.7018873512230401,0.3605565820193868,0.27487423972983976,0.5817905704478893,0.14333518982227117,0.877619135845164,0.6167774710550574,Metro,"wedding collection, cotton, trending",6
CUST00052,16,3,700.0,1307.0,0.6380146858241603,0.36970934293605506,0.5360962654552546,0.16189980527131587,0.3020039292734296,0.5017295224123154,0.5809577191796881,Tier3,"sale, streetwear, order tracking",0
CUST00053,53,1,980.0,1887.0,0.49558763604231637,0.6788695394387562,0.6417602990227375,0.2130075244934852,0.1452321764837774,0.6779441775505123,0.4536613286624615,Tier2,"size chart, free shipping, still deciding, return policy, wishlist",3
CUST00054,30,12,1860.0,41432.0,0.22440429967147482,0.2026229722727822,0.2305262070936271,0.5233057758960427,0.24616801701033025,0.2576180184008787,0.2635834447413923,Tier2,"order history, jeans, exchange, restock",4
CUST00055,70,1,1190.0,2548.0,0.26075496397558234,0.744618415480342,0.6050956536573207,0.14236095672489035,0.25254338961778894,0.5272684851289632,0.45531662687444036,Tier2,"compare, wishlist, return policy, size guide",3
CUST00056,7,3,1200.0,3052.0,0.3444981778503584,0.26288837674803706,0.7088291862445765,0.193759470689291,0.09741134306613253,0.8400877704371488,0.4113664435912887,Metro,"trending now, restock alert, oversized fit",2
CUST00057,12,2,1310.0,5138.0,0.2235216638902515,0.4021336574033189,0.8434682085126807,0.14857977610303716,0.007952015384282045,0.5697578585621235,0.2793400173684246,Metro,"drop alert, new drop, size medium, sneaker match",2
CUST00058,21,14,870.0,25395.0,0.5505992230732686,0.32685477531704954,0.7338089920379903,0.15165865034318046,0.11453235761882927,0.3972914655787245,0.7640796948304003,Metro,"cashback, lowest price, flat 50% off, budget, size medium",0
CUST00059,62,10,2370.0,20332.0,0.273137484133801,0.2232758760555996,0.4556551551185848,0.48039177745998063,0.06395306742143451,0.5020301861774725,0.35282314582445323,Metro,"occasion wear, wedding collection, gifting, bogo offer",5
CUST00060,75,2,3060.0,6061.0,0.5954741481611519,0.39827817806698007,0.3949896853142803,0.4084521384812211,0.19655817620449859,0.4066712009483331,0.5878309366730684,Metro,"jeans, family pack, sherwani",5
CUST00061,30,1,4410.0,8336.0,0.05353745958741366,0.33413538093926637,0.023620838445580935,0.6467841508458232,0.32959501070859587,0.2280010224794632,0.13302914870873955,Metro,"premium, designer drop, ethnic wear, luxury",1
CUST00062,43,1,4200.0,9379.0,0.04746178838437079,0.3272503461029755,0.03924287731620379,0.5915192380487739,0.3692378846350221,0.37325148292551524,0.10933114957125749,Metro,"luxury, size medium, curated",1
CUST00063,36,4,1400.0,4508.0,0.4588230593451574,0.18703210604993126,0.4849287608104536,0.27786296068764743,0.23720827850189896,0.49978037214196425,0.20186600125055254,Tier3,"usual size, new arrivals, favorite brand, jeans",4
CUST00064,65,1,2560.0,3899.0,0.27570843430419845,0.4508699075489735,0.2191838412552862,0.5963529544763723,0.18446320426834142,0.5824257421000935,0.614684765755897,Tier2,"sherwani, size medium, ethnic wear, wedding collection",5
CUST00065,26,1,3080.0,3823.0,0.11931408293578535,0.2047946402280841,0.032625363129792764,0.3516865201347363,0.615688116735471,0.47433276496559956,0.08006954437058716,Metro,"premium fabric, made to order, curated",1
CUST00066,48,4,2080.0,19333.0,0.34989651005896244,0.0072202710229366885,0.5844018134469131,0.1332210126483585,0.2823771739047285,0.30932886299700263,0.05317316117699241,Tier3,"my orders, free shipping, order history, membership",4
CUST00067,70,3,1200.0,8000.0,0.4690862555122553,0.9062960323264295,0.3411454054944265,0.19959938635093893,0.45925520815463466,0.48703125390433943,0.3638878410695343,Metro,"curated, compare, kurta, return policy, cod available",3
CUST00068,42,1,1670.0,1823.0,0.18870489413822195,0.1388219968349716,0.5835141986484996,0.2134502419531401,0.2030355593983603,0.4572927227224679,0.18622934296216953,Metro,"restock, premium fabric, membership, order history",4
CUST00069,17,5,610.0,4625.0,0.9026466954428404,0.2518917428376174,0.6549558182763668,0.3120260473169063,0.03301813440672688,0.6441267256336471,0.5880786691295594,Tier3,"clearance, sale, order tracking, flat 50% off",0
CUST00070,83,1,3020.0,4820.0,0.47664389263373325,0.3215111918119241,0.20424234743467576,0.6125036474006027,0.1832540051647216,0.6671604697621749,0.3333127830590241,Metro,"sherwani, ethnic wear, diwali sale, occasion wear, festive",5
CUST00071,84,2,3630.0,14749.0,0.30397501258195475,0.36770419540233834,0.18886094428820324,0.6543250886212361,0.15681396709056084,0.5719913517166478,0.5983645213426987,Tier3,"t-shirt, occasion wear, wedding collection, ethnic wear, limited edition",5
CUST00072,7,10,1370.0,35116.0,0.549173245712862,0.48670932152011426,0.7247530874598272,0.17188089765690098,0.10336601488327174,0.7734897762726627,0.4371712273750715,Metro,"new drop, drop alert, cotton, sherwani, oversized fit",2
CUST00073,18,9,670.0,7142.0,0.7165558911033566,0.2785373426052689,0.596196134190079,0.28413218540906515,0.11967168040085588,0.5567567774668457,0.7423871326711565,Tier3,"discount, cashback, curated, flat 50% off",0
CUST00074,57,3,2150.0,14571.0,0.1291306069033306,0.0806049538277723,0.5641431706080285,0.38452849504638204,0.05132833434558947,0.21415976812959445,0.11891771679813234,Tier3,"membership, exchange, new arrivals, my orders",4
CUST00075,61,1,4640.0,8895.0,0.032302167017168315,0.07777197587479281,0.29791495031857734,0.4222754887183104,0.2798095609631123,0.07815211808573386,0.045250392669787254,Metro,"designer drop, made to order, limited edition, size medium, t-shirt",1
CUST00076,84,1,2360.0,4355.0,0.5187103043680221,0.464373064081417,0.21997496970670083,0.5495319865734115,0.23049304371988757,0.36122230748902084,0.5172258685511016,Metro,"exchange, festive, kurta set, saree",5
CUST00077,36,6,1470.0,5788.0,0.4668644720495889,0.09517573313220871,0.32022390205429285,0.5697219896777096,0.11005410826799775,0.515057045495689,0.21127308604604314,Tier3,"repeat order, favorite brand, oversized fit",4
CUST00078,18,12,590.0,11165.0,0.7703230729377891,0.46431132276523523,0.6909537573452345,0.2986783260793085,0.010367916575457024,0.5185997330577649,0.5115339482282031,Tier2,"flat 50% off, cod available, bogo offer, sale, budget",0
CUST00079,13,14,660.0,7254.0,0.7842225953183788,0.30015011074394193,0.8394095840607558,0.13651400717640294,0.024076408762841277,0.6177102374703881,0.60371683323494,Tier3,"flat 50% off, coupon, clearance, cashback",0
CUST00080,8,16,1200.0,13139.0,0.5034431880404495,0.35641425288872025,0.550289684269007,0.3497812605937337,0.09992905513725926,0.8957871472564799,0.5164030771388038,Tier2,"size guide, collab, delivery time, reviews",2
CUST00081,44,4,4360.0,16813.0,0.040080718270523154,0.1811064234929498,0.0484089477891001,0.6292869474060948,0.32230410480480504,0.36569342778319264,0.16664196706197068,Metro,"limited edition, free shipping, size medium, luxury, sherwani",1
CUST00082,9,16,1410.0,50703.0,0.17352492563060506,0.27849646996061955,0.8412708660799887,0.10224725112171246,0.05648188279829884,0.7034232529007247,0.2846928625518347,Metro,"trending now, hype, premium fabric",2
CUST00083,67,2,1130.0,4019.0,0.5007016892271062,0.6534045840743272,0.5684737935323451,0.18322749192019763,0.24829871454745722,0.6207280703868149,0.5296835447570026,Tier3,"cod available, fit check, size chart, t-shirt",3
CUST00084,36,5,890.0,10314.0,0.6537375361976336,0.3743213445362719,0.47993742680374823,0.3512885500731472,0.16877402312310466,0.8428096933005081,0.48999926710215425,Metro,"trending, saree, first order discount, sherwani",6
CUST00085,9,6,1360.0,21251.0,0.3652021066607431,0.298168218624249,0.6793359702461628,0.21825617989981583,0.10240784985402131,0.8416148899287619,0.3104388648182922,Metro,"streetwear, trending now, hype, reels",2
CUST00086,60,1,2780.0,1523.0,0.3899496684071175,0.37369023456754136,0.34598025757948847,0.4279030725385107,0.22611666988200071,0.4777051881398746,0.2611384474961524,Tier2,"order tracking, cotton, festive, sherwani, limited stock",5
CUST00087,11,3,1480.0,2879.0,0.535335953488201,0.3240578650950642,0.7012362055330418,0.2717451103597468,0.02701868410721143,0.8623149089757827,0.2588854973906299,Tier2,"collab, oversized fit, jeans, new drop, order tracking",2
CUST00088,108,4,3300.0,15427.0,0.21242923754804233,0.5605494951278741,0.7063987693486086,0.23512186905351184,0.05847936159787944,0.22403904038012135,0.5748846224558468,Metro,"wedding collection, diwali sale, ethnic wear",5
CUST00089,64,7,2350.0,25641.0,0.2730855806591352,0.21751122589655897,0.37684460257323404,0.2159445963029244,0.40721080112384156,0.1374474447532033,0.19041735990415098,Tier2,"my orders, favorite brand, loyalty points, order tracking",4
CUST00090,17,1,700.0,769.0,0.6451228734776424,0.3914944352413483,0.9023303811973072,0.093933288517788,0.0037363302849046736,0.5187791756230438,0.6719062564689912,Tier2,"loyalty points, bogo offer, order tracking, order history",0
CUST00091,19,1,1750.0,3182.0,0.2602517166901803,0.2683699878987464,0.8567285805784327,0.12594609072972063,0.01732532869184659,0.5899485978747661,0.24657995999315474,Metro,"drop alert, try first order, new drop, trending now",2
CUST00092,70,2,1160.0,3723.0,0.4568941895491453,0.5721565234151469,0.5153944161661282,0.27169798862340433,0.21290759521046737,0.620693436944,0.40203749410264,Tier3,"first order discount, insta finds, new user offer",6
CUST00093,6,7,1310.0,13966.0,0.2897960983466031,0.420427600968158,0.4172259751604019,0.5275344051399002,0.05523961969969796,0.8556677291245073,0.5881006681181752,Tier2,"new drop, drop alert, sneaker match, oversized fit",2
CUST00094,16,9,530.0,8684.0,0.7844685036824108,0.1370933533576524,0.9111559065139394,0.05063765099166148,0.038206442494399036,0.6720874059513735,0.4944151530176797,Tier3,"flat 50% off, discount, cashback, lowest price",0
CUST00095,56,1,1240.0,1618.0,0.5974497599113442,0.3485580825179428,0.3159591971174877,0.08575545445071706,0.5982853484317953,0.7230676934865364,0.5794966140001726,Metro,"referral code, still deciding, order tracking, free shipping, size guide",6
CUST00096,11,8,570.0,8171.0,0.7550846710696295,0.506065278526518,0.8755233700480028,0.05875074834063744,0.06572588161135981,0.5646893591331731,0.729897204887718,Metro,"lowest price, budget, coupon, cashback, sale",0
CUST00097,71,5,3050.0,8628.0,0.2844013283025711,0.24744862972223344,0.5719409308461727,0.3894276265509334,0.03863144260289381,0.2985710818023707,0.5123944606690722,Tier3,"festive, occasion wear, t-shirt, sherwani, wedding collection",5
CUST00098,7,2,1260.0,3423.0,0.5230701331153593,0.2171316273303744,0.7719303128105209,0.17912671455771725,0.04894297263176176,0.8673354247863057,0.36850982933252974,Tier2,"jeans, oversized fit, size medium",2
CUST00099,19,2,830.0,1249.0,0.8443397313350268,0.39838155321247104,0.6592093104809165,0.14663832627845647,0.19415236324062704,0.5702627203315479,0.6174408857493114,Tier2,"unboxing, sale, combo offer, jeans",0
CUST00100,78,1,2540.0,1311.0,0.17706598631584522,0.3218590508952609,0.4663362472772618,0.31066494634060987,0.22299880638212824,0.581206037544446,0.5696863504372133,Tier3,"ethnic wear, wedding collection, occasion wear, festive",5
CUST00101,49,1,1290.0,2670.0,0.47188692674018035,0.4117914491739772,0.5885382711493761,0.2722421428110384,0.1392195860395855,0.7113211191843111,0.4970388674103156,Tier3,"trending, saree, new user offer",6
CUST00102,13,7,1760.0,28779.0,0.2514721572558089,0.4631932798250622,0.9053187433801677,0.008985559596964805,0.08569569702286757,0.7645704589223382,0.23550299036834602,Tier2,"sneaker match, drop alert, new drop, hype",2
CUST00103,43,8,1730.0,26738.0,0.1424202347129983,0.07483438056648208,0.6391594854631566,0.27234253841622813,0.08849797612061536,0.3036605245813428,0.0939449327104434,Tier2,"restock, loyalty points, new arrivals, order history",4
CUST00104,11,5,1500.0,20926.0,0.5903070288789433,0.21403896029215905,0.7613316632040817,0.08846915145690439,0.15019918533901386,0.7727537148464936,0.31436299094821185,Metro,"exchange, hype, collab, trending now, oversized fit",2
CUST00105,54,1,1270.0,2162.0,0.5248954323540062,0.5351255710523148,0.24457189987969935,0.38605399279843794,0.36937410732186265,0.695566297868205,0.6175886049411251,Tier3,"welcome offer, free shipping, jeans, first order discount, referral code",6
CUST00106,8,1,1370.0,2350.0,0.1351119710498879,0.2984855380346955,0.8439081752618596,0.12280131760539739,0.0332905071327432,0.6179315821959955,0.37863012107154875,Tier2,"restock alert, collab, new drop, t-shirt",2
CUST00107,47,4,1700.0,4332.0,0.0791654379205377,0.32816477061207644,0.316948858783779,0.38758209098678964,0.2954690502294314,0.35413145379757516,0.22054885091932538,Tier2,"repeat order, usual size, my orders, favorite brand",4
CUST00108,79,1,1200.0,2638.0,0.3858806243248746,0.2832752733445625,0.7343422589235018,0.21739692779413036,0.04826081328236783,0.6773882763627341,0.47246091765730686,Tier2,"welcome offer, reels, trending, new user offer",6
CUST00109,66,1,1360.0,2504.0,0.2922510425502055,0.7000281020334433,0.5310286468836104,0.3863207183472965,0.08265063476909318,0.6843543956142925,0.2820982797428521,Tier3,"still deciding, reviews, cotton, delivery time, fit check",3
CUST00110,41,4,2150.0,9013.0,0.4099917818421952,0.2593586607457889,0.35805406244764126,0.473720147980904,0.16822578957145473,0.5249514837800776,0.7163379701832711,Tier3,"family pack, sneaker match, gifting, wedding collection, diwali sale",5
CUST00111,48,6,1590.0,6362.0,0.2566326281155107,0.28511204984385813,0.42480537722504647,0.34627050035694384,0.2289241224180097,0.40644061642537826,0.18280242832498234,Metro,"kurta set, order history, new arrivals, favorite brand, t-shirt",4
CUST00112,13,6,660.0,2086.0,0.8599630260582818,0.37737352375011196,0.7439242128102921,0.2502729536729746,0.0058028335167333404,0.4851521577057628,0.7245344469619993,Tier3,"flat 50% off, sale, lowest price, occasion wear, family pack",0
CUST00113,11,1,1470.0,2898.0,0.49547489306963416,0.35900232066652954,0.8405290845507934,0.051441469577098116,0.1080294458721085,0.8472327863878564,0.31378027153765864,Metro,"trending now, free shipping, collab, limited stock, exchange",2
CUST00114,59,1,1200.0,2685.0,0.34667136931832726,0.8594970572354341,0.2868042458772724,0.5328969262665608,0.18029882785616683,0.5387033187432949,0.4195878129524674,Tier3,"cod available, early access, wishlist, delivery time",3
CUST00115,38,1,1580.0,3325.0,0.40099796628195633,0.056531751859748305,0.5518210058795339,0.3469617348006706,0.10121725931979567,0.24662030665345613,0.24063260308188422,Tier3,"my orders, occasion wear, loyalty points, usual size",4
CUST00116,58,3,2650.0,7666.0,0.46355776184135966,0.349435075299542,0.558832731564727,0.27484152902812464,0.16632573940714837,0.3197501688557015,0.4555184540541248,Tier2,"ethnic wear, jeans, exchange, gifting, diwali sale",5
CUST00117,55,4,1150.0,8792.0,0.535104518067184,0.6863384974561515,0.45720691328472013,0.11588606570096724,0.4269070210143126,0.6751797838077931,0.26039549006047275,Tier3,"size chart, return policy, exchange, drop alert",3
CUST00118,58,4,2740.0,16488.0,0.32478671483687427,0.34127603075066343,0.16515372483933877,0.7705383872967021,0.06430788786395904,0.5576035113330734,0.34245507969076705,Metro,"t-shirt, family pack, festive, kurta, gifting",5
CUST00119,52,3,1180.0,4979.0,0.35067259948463253,0.7723237985283651,0.24977472418068244,0.4176977451707912,0.3325275306485263,0.3937707135455269,0.46239218908391694,Tier2,"cod available, wishlist, return policy, reviews, size chart",3
CUST00120,15,2,490.0,1268.0,0.8037866088339459,0.26494631942355507,0.8811212174553942,0.10165771048608846,0.017221072058517195,0.5225018664686735,0.7312293931207292,Tier2,"combo offer, clearance, cashback, size medium, t-shirt",0
CUST00121,51,3,2560.0,12631.0,0.39950132424194224,0.19217835392692417,0.22797888811735778,0.7223055291160849,0.049715582766557305,0.5189892569467331,0.5687394872650294,Metro,"order tracking, sherwani, family pack, festive",5
CUST00122,10,8,570.0,5665.0,0.8545031865192657,0.43551938172772026,0.7384002612507216,0.07655753115171929,0.18504220759755904,0.49157752947841665,0.5545213051147657,Tier2,"cotton, bogo offer, discount",0
CUST00123,32,6,820.0,7984.0,0.5207868431962812,0.5641938333524802,0.12330612794885093,0.5134291606717394,0.36326471137940985,0.5682398293762441,0.546606625244402,Metro,"size guide, fit check, return policy, still deciding",3
CUST00124,10,4,570.0,5852.0,0.8401264542709783,0.3860491291230237,0.5931754062249697,0.3047764212289129,0.10204817254611741,0.5225605713036573,0.7006240159203233,Tier3,"welcome offer, combo offer, budget, lowest price, discount",0
CUST00125,31,3,3100.0,8916.0,0.1350599052395862,0.24936496568589356,0.2944754905776092,0.33660093539675706,0.3689235740256338,0.357979581645548,0.27322841988757546,Metro,"capsule collection, luxury, made to order, curated",1
CUST00126,14,17,630.0,10686.0,0.80809017835756,0.337212081878714,0.7876846411976526,0.1644276899799855,0.047887668822361985,0.5863952510828113,0.70094466897659,Tier2,"coupon, combo offer, bogo offer, budget",0
CUST00127,77,5,2870.0,9513.0,0.29366224836651134,0.19720879484520434,0.36221419141270733,0.45157376131713833,0.18621204727015428,0.524803307720245,0.4934016877869993,Tier2,"wedding collection, sherwani, favorite brand, occasion wear",5
